fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	prob_corte	estimulos	ganancia	iteracion_bayesiana
20221022 050818	978	161342	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	924	1	1	1	0.1	50	0.5	FALSE	102191	0.0274346893611725	0.478105602393812	7953	611	0.0151621365002986	16746	22188000	86
20221022 051046	978	161342	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1384	1	1	1	0.1	50	0.5	FALSE	102191	0.017188998003396	0.285098301097425	4935	318	0.0161827012129154	14471	24818000	87
20221022 051230	978	161342	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	868	1	1	1	0.1	50	0.5	FALSE	102191	0.0315832519163727	0.541660825151438	6557	1934	0.01748940314047	14364	23592000	88
20221022 051347	978	161342	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	505	1	1	1	0.1	50	0.5	FALSE	102191	0.033405689269487	0.48525844090078	5301	712	0.0156872284812393	16175	23170000	89
20221022 051436	978	161342	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	340	1	1	1	0.1	50	0.5	FALSE	102191	0.0696999469981494	0.393828568101767	6692	1893	0.0157471136230477	15940	22360000	90
20221022 052009	978	161342	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	5073	1	1	1	0.1	50	0.5	FALSE	102191	0.0125014538778726	0.206980912997387	7990	432	0.0149765124574173	13638	23844000	91
20221022 052247	978	161342	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1187	1	1	1	0.1	50	0.5	FALSE	102191	0.0324760849245789	0.462049088587193	1277	443	0.000357676793059218	13822	21716000	92
20221022 052448	978	161342	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	919	1	1	1	0.1	50	0.5	FALSE	102191	0.0610135216378758	0.417976992465742	1708	1236	0.000309599824836277	11846	23428000	93
20221022 052726	978	161342	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1779	1	1	1	0.1	50	0.5	FALSE	102191	0.0399065688914363	0.290959888943052	2773	1049	0.0012549715843377	11963	24554000	94
20221022 053008	978	161342	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1859	1	1	1	0.1	50	0.5	FALSE	102191	0.0425403969980706	0.303402059616288	3557	1086	0.00143331415626578	14431	21778000	95
20221022 053212	978	161342	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1205	1	1	1	0.1	50	0.5	FALSE	102191	0.0792098956698529	0.537790546300076	7648	365	0.00579290575850253	15130	20700000	96
20221022 053345	978	161342	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	556	1	1	1	0.1	50	0.5	FALSE	102191	0.0525824267217459	0.604591460520914	1049	1991	0.000502035143136775	13974	22692000	97
20221022 053536	978	161342	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	830	1	1	1	0.1	50	0.5	FALSE	102191	0.014073281873361	0.22913608463658	1178	520	0.00973869135725619	14996	23928000	98
20221022 053737	978	161342	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	986	1	1	1	0.1	50	0.5	FALSE	102191	0.0164390165897482	0.54310487721581	7675	1584	0.0178873019562672	15753	23694000	99
20221022 053848	978	161342	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	911	1	1	1	0.1	50	0.5	FALSE	102191	0.07148272449421	0.682698474674532	5409	275	0.00736907226834649	13183	23154000	100
